    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.00000
    -8.20000      0.00000
    -7.80000      0.00000
    -7.40000      0.00000
    -7.00000      0.00000
    -6.60000      0.00000
    -6.20000      0.83333
    -5.80000      1.66667
    -5.40000      5.00000
    -5.00000      5.00000
    -4.60000     15.83333
    -4.20000     18.33333
    -3.80000     27.50000
    -3.40000     33.33334
    -3.00000     35.00000
    -2.60000     66.66667
    -2.20000     69.16667
    -1.80000     75.83334
    -1.40000     86.66667
    -1.00000     75.83334
    -0.60000     72.50000
    -0.20000     76.66667
     0.20000     72.50000
     0.60000     68.33334
     1.00000     75.00000
     1.40000     58.33334
     1.80000     70.83334
     2.20000     58.33334
     2.60000     47.50000
     3.00000     42.50000
     3.40000     30.83333
     3.80000     24.16667
     4.20000     21.66667
     4.60000     19.16667
     5.00000      3.33333
     5.40000      6.66667
     5.80000      0.83333
     6.20000      0.00000
     6.60000      0.00000
     7.00000      0.00000
     7.40000      0.00000
     7.80000      0.00000
     8.20000      0.00000
     8.60000      0.00000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
 after hadron evolution
    -9.80000      0.00000
    -9.40000      0.00000
    -9.00000      0.00000
    -8.60000      0.00000
    -8.20000      0.00000
    -7.80000      0.00000
    -7.40000      0.00000
    -7.00000      0.00000
    -6.60000      0.00000
    -6.20000      1.66667
    -5.80000      4.16667
    -5.40000     15.00000
    -5.00000     27.50000
    -4.60000     50.00000
    -4.20000     78.33334
    -3.80000    116.66667
    -3.40000    109.16667
    -3.00000    142.50000
    -2.60000    172.50002
    -2.20000    202.50002
    -1.80000    242.50002
    -1.40000    265.83334
    -1.00000    253.33334
    -0.60000    254.16667
    -0.20000    272.50000
     0.20000    304.16669
     0.60000    285.83334
     1.00000    258.33334
     1.40000    254.16667
     1.80000    189.16667
     2.20000    204.16667
     2.60000    160.00000
     3.00000    148.33334
     3.40000    126.66667
     3.80000     92.50001
     4.20000     68.33334
     4.60000     50.83334
     5.00000     25.83333
     5.40000     16.66667
     5.80000      4.16667
     6.20000      0.00000
     6.60000      0.00000
     7.00000      0.00000
     7.40000      0.00000
     7.80000      0.00000
     8.20000      0.00000
     8.60000      0.00000
     9.00000      0.00000
     9.40000      0.00000
     9.80000      0.00000
